Console,command,AT,521,"AT x, y","Moves the console cursor to the specified position. x,y are in pixels."
Language,keyword,LOCAL,653,"LOCAL","Declare local variables inside a SUB or FUNC. Local variables no longer exist once the SUB or FUNC has returned."
Language,keyword,NEXT,654,"NEXT","See FOR."
Language,keyword,SELECT,655,"SELECT CASE expr","Perform multiple tests on the expression. Offers a more concise syntax to writing successive IF tests."
Language,keyword,STEP,1421,"FOR t = 1 TO 10 STEP 2","Specifies the loop counter increment in a FOR loop"
Language,keyword,STOP,656,"STOP [error]","Terminates execution of a program, closes all files opened by the program, and returns control to the operating system."
Language,keyword,SUB,657,"SUB foo (a, b)","Declare a sub procedure. Sub's do not return a value but can return argument values when declared as BYREF."
Language,keyword,THEN,658,"THEN","foo = 1: if foo==1 THEN: ? ""one"": fi"
Language,keyword,TO,1420,"FOR t = 1 TO 10","Specifies the loop counter end in a FOR loop"
Language,keyword,TRY,1425,"TRY","The TRY statement introduces a TRY/CATCH BLOCK"
Language,keyword,UNTIL,660,"UNTIL","a = 0: repeat: a++: ? a: UNTIL a = 10"
Language,keyword,USE,661,"USE","Used with various commands for passing a user-defined expression. eg SPLIT s,"" "",v USE TRIM(x). Trim each element of v."
Language,keyword,USG,1423,"PRINT USG","Synonym for USING"
Language,keyword,USING,1422,"PRINT USING","See PRINT, SPRINT"
Language,operator,AND,662,"a AND b","Logical AND. Right side is not evaluated if left side evaluates to False."
Language,operator,BAND,663,"a BAND b","Bitwise AND."
Language,operator,BOR,664,"a BOR b","Bitwise OR."
Language,operator,EQV,665,"a EQV b","Bitwise equivalence."
Language,operator,IMP,666,"a IMP b","Used to perform a logical implication on two expressions."
Language,operator,IN,667,"a IN b","Returns an index (1 Based) to the matching element when b is an array. Returns TRUE if the value is contained within b as a string."
Language,operator,LIKE,668,"a LIKE b","Regular-expression operator. Compares the left part of the expression with the right side regex pattern."
Language,operator,MDL,669,"MDL","Modulus."
Language,operator,MOD,670,"a MOD b","Modulus. Equivalent syntax to the percent character, eg a % b"
Language,operator,NAND,671,"a NAND b","Bitwise exclusive NOT AND."
Language,operator,NOR,672,"a NOR b","Bitwise NOT OR."
Language,operator,NOT,673,"a NOT b","Invert expression result. Equivalent syntax to the exclamation character, eg a ! b"
Language,operator,OR,674,"a OR b","Logical OR. Right side is not evaluated if left side evaluates to True."
Language,operator,XNOR,675,"a XNOR b","Bitwise exclusive NOT OR."
Language,operator,XOR,676,"a XOR b","Bitwise exclusive OR. Equivalent syntax to: a ~ b"
Language,statement,CONST,678,"CONST name = expr","Declare a variable who's value does not change during program execution."
Language,statement,END,679,"END","Declares the END of a SUB or FUNC."
Language,statement,FOR,680,"FOR expr","Defines a FOR/NEXT loop. FOR counter = start TO end [STEP incr] ... NEXT.  FOR element IN array (or map) ... NEXT."
Language,statement,GOSUB,681,"GOSUB label","Causes program execution to branch to the specified label; when the RETURN command is encountered, execution branches to the command immediately following the most recent GOSUB command."
Language,statement,GOTO,682,"GOTO label","Causes program execution to branch to a specified position (label)."
Language,statement,IF,683,"IF expr","Tests the expression and IF it evaluates to a non-zero value program flow will resume after the following THEN statement."
Language,statement,LABEL,684,"LABEL name","Defines a label. A label marks a position in the code."
Language,statement,LET,685,"LET var=expr","Assigns a value to the variable."
Language,statement,ON,686,"ON GOTO|GOSUB label1 [, ..., labelN]","Causes a branch to one of a list of labels."
Language,statement,REM,688,"REM comment","Code comments. Comments can also be introduced using # and single quote character. "
Language,statement,REPEAT,689,"REPEAT ... UNTIL expr","Begins the definition of a REPEAT/UNTIL loop."
Language,statement,RETURN,690,"RETURN","Execution branches to the command immediately following the most recent GOSUB command."
Language,statement,WEND,691,"WEND","Go back to the start of a WHILE statement."
Language,statement,WHILE,692,"WHILE expr","Loop while a test condition evaluates to true."
Math,command,DERIV,693,"DERIV x, maxtries, maxerr, BYREF result, BYREF errcode USE expr","Calculation of derivative. errcode = 0 for success; otherwise calculation error. "
Math,command,DIFFEQN,694,"DIFFEQN x0, y0, xf, maxseg, maxerr, BYREF yf, BYREF errcode USE expr","Differential equation - Runge-Kutta method. x0 = initial x,y, xf = x final. errcode = 0 for success; otherwise calculation error. yf = result."
Math,command,EXPRSEQ,695,"EXPRSEQ BYREF array, xmin, xmax, count USE expression","Returns an array with 'count' elements. Each element had the 'y' value of its position as it is returned by the expression."
Math,command,INTERSECT,696,"INTERSECT Ax, Ay, Bx, By, Cx, Cy, Dx, Dy, BYREF type, BYREF Rx, BYREF Ry","Calculates the intersection of the two line segments A-B and C-D. Returns: Rx,Ry = cross."
Math,command,M3APPLY,697,"M3APPLY m3x3, BYREF poly","Apply matrix to poly-line."
Math,command,M3IDENT,698,"M3IDENT BYREF m3x3","Resets matrix (Identity)."
Math,command,M3ROTATE,699,"M3ROTATE BYREF m3x3, angle [, x, y]","Rotate by angle with center x,y."
Math,command,M3SCALE,700,"M3SCALE BYREF m3x3, x, y, Sx, Sy","Scale matrix."
Math,command,M3TRANS,701,"M3TRANS BYREF m3x3, Tx, Ty","Matrix translation."
Math,command,POLYEXT,702,"POLYEXT poly(), BYREF xmin, BYREF ymin, BYREF xmax, BYREF ymax","Returns the polyline's extents."
Math,command,ROOT,703,"ROOT low, high, segs, maxerr, BYREF result, BYREF errcode USE expr","Roots of F(x)."
Math,function,ABS,704,"ABS (x)","Returns the absolute value of x."
Math,function,ABSMAX,705,"ABSMAX (...)","Returns the absolute max value of x."
Math,function,ABSMIN,706,"ABSMIN (...)","Returns the absolute min value of x."
Math,function,ACOS,707,"ACOS (x)","Inverse cosine."
Math,function,ACOSH,708,"ACOSH (x)","Inverse cosine."
Math,function,ACOT,709,"ACOT (x)","Inverse cotangent."
Math,function,ACOTH,710,"ACOTH (x)","Inverse cotangent."
Math,function,ACSC,711,"ACSC (x)","Inverse co secant."
Math,function,ACSCH,712,"ACSCH (x)","Inverse co secant."
Math,function,ASEC,713,"ASEC (x)","Inverse secant."
Math,function,ASECH,714,"ASECH (x)","Inverse secant."
Math,function,ASIN,715,"ASIN (x)","Inverse sine."
Math,function,ASINH,716,"ASINH (x)","Inverse sine."
Math,function,ATAN,717,"ATAN (x)","Inverse tangent."
Math,function,ATAN2,718,"ATAN2 (x, y)","Inverse tangent (x,y)."
Math,function,ATANH,719,"ATANH (x)","Inverse tangent."
Math,function,ATN,720,"ATN (x)","Inverse tangent."
Math,function,CEIL,721,"CEIL (x)","Smallest integral value not less than x."
Math,function,COS,722,"COS (x)","Cosine."
Math,function,COSH,723,"COSH (x)","Cosine."
Math,function,COT,724,"COT (x)","Cotangent."
Math,function,COTH,725,"COTH (x)","Cotangent."
Math,function,CSC,726,"CSC (x)","Co secant."
Math,function,CSCH,727,"CSCH (x)","Co secant."
Math,function,DEG,728,"DEG (x)","Radians to degrees."
Math,function,DETERM,729,"DETERM (A[, toler])","Determinant of A. toler = tolerance number. the absolute value of the lowest acceptable number. default = 0."
Math,function,EXP,730,"EXP (x)","Returns the value of e raised to the power of x."
Math,function,FIX,731,"FIX (x)","Rounds x upwards to the nearest integer."
Math,function,FLOOR,732,"FLOOR (x)","Largest integer value not greater than x."
Math,function,FRAC,733,"FRAC (x)","Fractional part of x."
Math,function,INT,734,"INT (x)","Rounds x downwards to the nearest integer."
Math,function,INVERSE,735,"INVERSE (A)","Returns the inverse matrix of A."
Math,function,LINEQN,736,"LINEQN (a, b [, toler])","Returns an array with the values of the unknowns. This function solves equations using the Gauss-Jordan method."
Math,function,LOG,737,"LOG (x)","Returns the natural logarithm of x."
Math,function,LOG10,738,"LOG10 (x)","Returns the base-10 logarithm of x."
Math,function,MAX,739,"MAX (...)","Maximum value of parameters. "
Math,function,MIN,740,"MIN (...)","Minimum value of parameters. Parameters can be anything (arrays, ints, reals, strings)."
Math,function,POLYAREA,741,"POLYAREA (poly)","Returns the area of the polyline poly."
Math,function,POLYCENT,742,"POLYCENT","Polycent."
Math,function,POW,743,"POW (x, y)","x raised to power of y."
Math,function,PTDISTLN,744,"PTDISTLN (Bx,By,Cx,Cy,Ax,Ay)","Distance of point A from line B, C."
Math,function,PTDISTSEG,745,"PTDISTSEG (Bx,By,Cx,Cy,Ax,Ay)","Distance of point A from line segment B-C."
Math,function,PTSIGN,746,"PTSIGN (Ax,Ay,Bx,By,Qx,Qy)","The sign of point Q from line segment A->B."
Math,function,RAD,747,"RAD (x)","Degrees to radians."
Math,function,RND,748,"RND","Returns a random number from the range 0 to 1."
Math,function,ROUND,749,"ROUND (x [, decs])","Rounds the x to the nearest integer or number with 'decs' decimal digits."
Math,function,SEC,750,"SEC (x)","Secant."
Math,function,SECH,751,"SECH (x)","Secant."
Math,function,SEGCOS,752,"SEGCOS (Ax,Ay,Bx,By,Cx,Cy,Dx,Dy)","Cosine of 2 line segments (A->B, C->D)."
Math,function,SEGLEN,753,"SEGLEN (Ax,Ay,Bx,By)","Length of line segment."
Math,function,SEGSIN,754,"SEGSIN (Ax,Ay,Bx,By,Cx,Cy,Dx,Dy)","Sinus of 2 line segments (A->B, C->D)."
Math,function,SEQ,755,"SEQ (xmin, xmax, count)","Returns an array with 'count' elements. Each element has the x value of its position."
Math,function,SGN,756,"SGN (x)","Sign of x (+1 for positive, -1 for negative and 0 for zero)."
Math,function,SIN,757,"SIN (x)","Sine."
Math,function,SINH,758,"SINH (x)","Sine."
Math,function,SQR,759,"SQR (x)","Square root of x."
Math,function,STATMEAN,760,"STATMEAN (...)","Arithmetical mean."
Math,function,STATMEANDEV,761,"STATMEANDEV (...)","Mean deviation."
Math,function,STATSPREADP,762,"STATSPREADS (...)","Sample spread."
Math,function,STATSPREADS,763,"STATSPREADP (...)","Population spread."
Math,function,SUM,764,"SUM (...)","Sum of value."
Math,function,SUMSQ,765,"SUMSQ (...)","Sum of square value."
Math,function,TAN,766,"TAN (x)","Tangent."
Math,function,TANH,767,"TANH (x)","Tangent."
String,command,JOIN,545,"JOIN words(), delimiters, string","Returns the words of the specified string into array 'words'."
String,command,SINPUT,768,"SINPUT src; var [, delim] [,var [, delim]] ...","Splits the string 'src' into variables which are separated by delimiters."
String,command,SPLIT,769,"SPLIT string, delimiters, words() [, pairs] [USE expr]","Returns the words of the specified string into array 'words'."
String,command,SPRINT,770,"SPRINT var; [USING...;] ...","Create formated string and storing it to var. See also: PRINT command."
String,function,ASC,771,"ASC (s)","Returns the ASCII code of first character of the string s."
String,function,BCS,772,"BCS (s)","Converts (B)ASIC-style strings to (C)-style (S)trings."
String,function,BIN,773,"BIN (x)","Returns the binary value of x as string."
String,function,CBS,774,"CBS (s)","Converts (C)-style strings to (B)ASIC-style (S)trings."
String,function,CHOP,775,"CHOP (source)","Chops off the last character of the string 'source' and returns the result."
String,function,CHR,776,"CHR (x)","Returns one-char string of character with ASCII code x."
String,function,DISCLOSE,777,"DISCLOSE (str[, pairs [, ignore-pairs]])","Discloses a string."
String,function,ENCLOSE,778,"ENCLOSE (str[, pair])","Encloses a string."
String,function,FORMAT,779,"FORMAT (format, val)","Returns a formated string."
String,function,HEX,780,"HEX (x)","Returns the hexadecimal value of x as string."
String,function,INSTR,781,"INSTR ([start,] s1, s2)","Returns the position of the first occurrence of the string s2 into string s1 (starting from the position 'start'). If there is no match, INSTR returns 0"
String,function,LCASE,782,"LCASE (s)","Converts the string s to lower case."
String,function,LEFT,783,"LEFT (s [,n])","Returns the n number of leftmost chars of string s. if not specified n = 1."
String,function,LEFTOF,784,"LEFTOF (s1, s2)","Returns the left part of s1 at the position of the first occurrence of the string s2 into string s1."
String,function,LEFTOFLAST,785,"LEFTOFLAST (s1, s2)","Returns the left part of s1 at the position of the last occurrence of the string s2 into string s1."
String,function,LOWER,786,"LOWER (s)","Converts the string s to lower case."
String,function,LTRIM,787,"LTRIM (s)","Removes leading white-spaces from string s."
String,function,MID,788,"MID (s, start [,length])","Returns the part (length) of the string s starting from 'start' position."
String,function,OCT,789,"OCT (x)","Returns the octal value of x as string."
String,function,REPLACE,790,"REPLACE (source, pos, str [, len])","Writes str into pos of source and returns the new string."
String,function,RIGHT,791,"RIGHT (s[,n])","Returns the n number of rightmost chars of string s. if not specified n = 1."
String,function,RIGHTOF,792,"RIGHTOF (s1, s2)","Returns the right part of s1 at the position of the first occurrence of the string s2 into string s1."
String,function,RIGHTOFLAST,793,"RIGHTOFLAST (s1, s2)","Returns the right part of s1 at the position of the last occurrence of the string s2 into string s1."
String,function,RINSTR,794,"RINSTR ([start,] s1, s2)","Returns the position of the last occurrence of the string s2 into string s1 (starting from the position 'start')."
String,function,RTRIM,795,"RTRIM (s)","Removes trailing white-spaces from string s."
String,function,SPACE,796,"SPACE (n)","Returns a string of n spaces."
String,function,SPC,797,"SPC (n)","Returns a string of n spaces."
String,function,SQUEEZE,798,"SQUEEZE (s)","Removes all leading, trailing and duplicated white-space."
String,function,STR,799,"STR (n)","Converts the number n into a string."
String,function,STRING,800,"STRING ( count [,start | s] )","Creates a new string of count length."
String,function,TRANSLATE,801,"TRANSLATE (source, what [, with])","Translates all occurrences of the string 'what' found in source with the string 'with' and returns the new string."
String,function,TRIM,802,"TRIM(s)","Removes all leading and trailing white-space."
String,function,UCASE,803,"UCASE (s)","Converts the string s to upper case."
String,function,UPPER,804,"UPPER (s)","Converts the string s to upper case."
String,function,VAL,805,"VAL (s)","Returns the numeric value of string s."
System,command,DELAY,806,"DELAY ms","Delay for a specified amount of milliseconds. Note 'delay' depends on the system clock."
System,command,ENV,807,"ENV expr","Adds a variable to or deletes a variable from the current environment variable-table."
System,command,PAUSE,809,"PAUSE [secs]","Pauses the execution for a specified length of time, or until user hit the keyboard."
System,command,RANDOMIZE,810,"RANDOMIZE [int]","Seeds the random number generator."
System,command,STKDUMP,812,"STKDUMP","Display internal execution stack."
System,command,TROFF,813,"TROFF","See TRON."
System,command,TRON,814,"TRON","When trace mechanism is ON, displays each line number as the program is executed."
System,function,ENV,815,"ENV expr","Returns the value of a specified entry in the current environment table. If the parameter is empty ("""") then returns an array of the environment variables (in var=value form)."
System,function,FRE,606,"FRE (x)","Returns system information. eg, 0 = free memory, "
System,function,PROGLINE,817,"PROGLINE","Returns the current program line number."
System,function,RUN,818,"RUN cmdstr","Loads a secondary copy of system's shell and, executes an program, or an shell command."
System,keyword,EXEC,1443,"EXEC file","Transfers control to another operating system program."
System,keyword,EXPORT,1440,"EXPORT thing","Export a SUB, FUNC or variable from a UNIT to be used by the unit consumer."
System,keyword,IMPORT,1441,"IMPORT","Import an exported UNIT variable, SUB or FUNC."
System,keyword,UNIT,1446,"UNIT name","Declares the source module as a unit. Units are a set of procedures, functions and/or variables that can be used by another program or unit."
System,statement,CHAIN,1439,"CHAIN source","Compile and run the given source. Source can be a file name, a line of code or an array of code. Use ENV to share variables with the parent process."
System,statement,OPTION,1442,"OPTION keyword","Used to pass parameters to the run-time environment."
